12/06/23, 10:26 am - Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them. Tap to learn more.
12/06/23, 10:26 am - (AIML) Khushi: Ohhh
16/06/23, 10:21 pm - (AIML) Khushi: Haa
16/06/23, 10:22 pm - Satyam Rudrakanthwar: Chalo bye kal baat karta hu
16/06/23, 10:37 pm - (AIML) Khushi: Okay
17/06/23, 8:47 am - (AIML) Khushi: Bye
18/06/23, 9:29 am - (AIML) Khushi: https://forms.gle/ctK4RxReZWBtjhW97
20/06/23, 6:25 pm - (AIML) Khushi: Heyy
09/07/23, 9:00 pm - (AIML) Khushi: Sunn!?
09/07/23, 9:08 pm - Satyam Rudrakanthwar: Bol
09/07/23, 10:12 pm - (AIML) Khushi: Kaam hai to nhi waise
09/07/23, 10:12 pm - (AIML) Khushi: Admission next week me hoga to tu form submit kar dega mera
09/07/23, 10:12 pm - (AIML) Khushi: Agar mera cousin bhi gaon AA gya to
09/07/23, 10:13 pm - Satyam Rudrakanthwar: Konsa
09/07/23, 10:13 pm - (AIML) Khushi: Admission form
09/07/23, 10:13 pm - (AIML) Khushi: Aur mujhe QR bhej dena
09/07/23, 10:13 pm - (AIML) Khushi: To Mai online payment kar dungi
09/07/23, 10:13 pm - Satyam Rudrakanthwar: Ha
09/07/23, 10:13 pm - (AIML) Khushi: Haa
09/07/23, 10:14 pm - Satyam Rudrakanthwar: Par wo bharne denge kya
09/07/23, 10:14 pm - (AIML) Khushi: Haa
09/07/23, 10:14 pm - (AIML) Khushi: Q nhi
09/07/23, 10:14 pm - (AIML) Khushi: Mai waise bhi application likh ke aai hu
09/07/23, 10:14 pm - Satyam Rudrakanthwar: Aacha fir thik hai
09/07/23, 10:14 pm - (AIML) Khushi: Haa
09/07/23, 10:14 pm - (AIML) Khushi: Iss week me to Mera Bhai karwa dega
09/07/23, 10:14 pm - Satyam Rudrakanthwar: Tu nahi rahegi kya
09/07/23, 10:14 pm - (AIML) Khushi: Vo next week aayega gaon
09/07/23, 10:14 pm - (AIML) Khushi: Nhi
09/07/23, 10:15 pm - Satyam Rudrakanthwar: Aacha
09/07/23, 10:15 pm - (AIML) Khushi: 2 week nhi hu
09/07/23, 10:15 pm - (AIML) Khushi: Haa
09/07/23, 10:15 pm - Satyam Rudrakanthwar: Fir RBL pbl
09/07/23, 10:15 pm - (AIML) Khushi: Pta nhi
09/07/23, 10:15 pm - (AIML) Khushi: Vaishali ma'am boli ki gcr pe upload karti rehna
09/07/23, 10:15 pm - (AIML) Khushi: Shyd attendance mil jaaye
09/07/23, 10:16 pm - Satyam Rudrakanthwar: Aacha
09/07/23, 10:16 pm - (AIML) Khushi: Haa
09/07/23, 10:16 pm - (AIML) Khushi: But mere pass option nhi hai
09/07/23, 10:16 pm - (AIML) Khushi: Isliye nhi diye to bhi chalega
09/07/23, 10:16 pm - Satyam Rudrakanthwar: Kya hai gao me
09/07/23, 10:17 pm - (AIML) Khushi: Dadaji off ho gye 🙂
09/07/23, 10:17 pm - Satyam Rudrakanthwar: Aacha ok
09/07/23, 10:17 pm - (AIML) Khushi: Haa
09/07/23, 10:17 pm - (AIML) Khushi: If tu busy rahega to meko bol dena
09/07/23, 10:17 pm - (AIML) Khushi: Fir mai kisi aur ko bolti hu
09/07/23, 10:26 pm - Satyam Rudrakanthwar: Ha
09/07/23, 10:27 pm - (AIML) Khushi: Thank-you!!
09/07/23, 10:28 pm - Satyam Rudrakanthwar: 😊
09/07/23, 10:28 pm - (AIML) Khushi: 🙂👍
12/07/23, 9:16 am - (AIML) Khushi: Kitna aaya
12/07/23, 9:18 am - Satyam Rudrakanthwar: 9.69
12/07/23, 9:18 am - Satyam Rudrakanthwar: Tujhe
12/07/23, 9:30 am - (AIML) Khushi: 10
12/07/23, 9:36 am - Satyam Rudrakanthwar: Wa congratulations
12/07/23, 9:58 am - (AIML) Khushi: Thankyouu
14/07/23, 8:51 pm - (AIML) Khushi: Tikone bola le lega vo
14/07/23, 8:52 pm - (AIML) Khushi: Maine baat kar li
14/07/23, 9:16 pm - Satyam Rudrakanthwar: Ok
14/07/23, 9:52 pm - (AIML) Khushi: Haa
23/07/23, 5:28 pm - (AIML) Khushi: Kal leke aana na meri file
28/07/23, 8:46 am - (AIML) Khushi: Oyy
28/07/23, 8:46 am - (AIML) Khushi: Miss teko bula rhi hai
28/07/23, 9:41 am - Satyam Rudrakanthwar: Soya hua tha
28/07/23, 9:45 am - (AIML) Khushi: Okay
28/07/23, 9:45 am - (AIML) Khushi: Fir miss hi chali gyi
28/07/23, 9:45 am - Satyam Rudrakanthwar: Naraz hogai😂
28/07/23, 9:45 am - (AIML) Khushi: Haan Haan 😂
28/07/23, 9:46 am - (AIML) Khushi: Tune bhao nhi diya isliye 😂
28/07/23, 9:46 am - Satyam Rudrakanthwar: Ha
28/07/23, 9:46 am - (AIML) Khushi: Hmm
01/08/23, 9:27 pm - (AIML) Khushi: Tu message kar sakta hai shyd
01/08/23, 9:28 pm - (AIML) Khushi: 👍
01/08/23, 9:28 pm - Satyam Rudrakanthwar: aare thoda recurtment ka kaam hai nss ke
01/08/23, 9:28 pm - (AIML) Khushi: Ye react ke alawa
01/08/23, 9:28 pm - (AIML) Khushi: Okay
20/08/23, 2:14 pm - Satyam Rudrakanthwar: Thoda banaya hai thoda tu bana
20/08/23, 2:15 pm - Satyam Rudrakanthwar: https://youtu.be/Vp8x8-reqZA
20/08/23, 2:15 pm - Satyam Rudrakanthwar: <Media omitted>
20/08/23, 2:15 pm - Satyam Rudrakanthwar: <Media omitted>
20/08/23, 2:15 pm - Satyam Rudrakanthwar: <Media omitted>
20/08/23, 2:15 pm - Satyam Rudrakanthwar: <Media omitted>
20/08/23, 2:16 pm - (AIML) Khushi: Isko dekh ke banaya hai?
20/08/23, 2:17 pm - Satyam Rudrakanthwar: Ha
20/08/23, 2:17 pm - (AIML) Khushi: Ye code bata raha hai
20/08/23, 2:17 pm - Satyam Rudrakanthwar: Jitna bana sakti utna bana
20/08/23, 2:18 pm - Satyam Rudrakanthwar: Ha only code hai
20/08/23, 2:18 pm - (AIML) Khushi: Timestamp bata de tune kaha Tak kiya hai
20/08/23, 2:19 pm - Satyam Rudrakanthwar: Nearly 20
20/08/23, 2:19 pm - (AIML) Khushi: Haa jitna hota hai utna banati hu fir Aman ko bol dungi
20/08/23, 2:19 pm - Satyam Rudrakanthwar: 20 ke aage se check kar lena code
20/08/23, 2:19 pm - (AIML) Khushi: Hmm thik hai
20/08/23, 2:29 pm - (AIML) Khushi: Oyy
20/08/23, 2:29 pm - (AIML) Khushi: Isme create quiz ka option nhi hao
20/08/23, 2:29 pm - (AIML) Khushi: Hai
20/08/23, 2:29 pm - (AIML) Khushi: <Media omitted>
20/08/23, 2:29 pm - Satyam Rudrakanthwar: Add karna padega
20/08/23, 2:29 pm - (AIML) Khushi: Ye dekha nhi tu?
20/08/23, 2:30 pm - Satyam Rudrakanthwar: Pura thodi chapna hai toda add karna padega
20/08/23, 2:30 pm - (AIML) Khushi: Hmmm
20/08/23, 3:39 pm - (AIML) Khushi: Call q Kiya tha?
20/08/23, 3:39 pm - (AIML) Khushi: Kuchh kaam tha?
20/08/23, 3:50 pm - Satyam Rudrakanthwar: Nahi
20/08/23, 4:23 pm - (AIML) Khushi: Missed call aaya tha
20/08/23, 4:33 pm - Satyam Rudrakanthwar: Ha pahile call Kiya tha par baad me message kardiya
21/08/23, 7:14 pm - Satyam Rudrakanthwar: sampada maam ke 2nd module ka ppt bhej
21/08/23, 7:19 pm - (AIML) Khushi: Haa bhejti hu
21/08/23, 7:19 pm - (AIML) Khushi: Tu ppt banayega ya report
21/08/23, 7:19 pm - Satyam Rudrakanthwar: ppt
21/08/23, 7:20 pm - (AIML) Khushi: ISE 3 ka ya IE ka
21/08/23, 7:20 pm - Satyam Rudrakanthwar: ise3
21/08/23, 7:20 pm - Satyam Rudrakanthwar: module 2 par banana hai na
21/08/23, 7:20 pm - (AIML) Khushi: ISE 3 maine banaya hai vo bhej deti hu
21/08/23, 7:20 pm - (AIML) Khushi: Haa
21/08/23, 7:22 pm - (AIML) Khushi: https://docs.google.com/presentation/d/1jm4oq6JcP30XaNypgnm6JN-D0JU_dqFae2oL8sS3LHo/edit?usp=sharing
21/08/23, 7:23 pm - Satyam Rudrakanthwar: request
21/08/23, 7:23 pm - (AIML) Khushi: https://www.canva.com/design/DAFr_FqQBfY/_nDuHYEx8i-M2usgBJlq3w/edit?utm_content=DAFr_FqQBfY&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton
21/08/23, 7:23 pm - (AIML) Khushi: Mujhse nhi maanga
21/08/23, 7:23 pm - (AIML) Khushi: https://docs.google.com/presentation/d/1jm4oq6JcP30XaNypgnm6JN-D0JU_dqFae2oL8sS3LHo/edit#slide=id.g2600e9ad047_0_48
21/08/23, 7:23 pm - (AIML) Khushi: Ye dekh
21/08/23, 7:24 pm - Satyam Rudrakanthwar: na
21/08/23, 7:24 pm - (AIML) Khushi: Ruk
21/08/23, 7:26 pm - (AIML) Khushi: Tcet wali id se khol
21/08/23, 7:28 pm - (AIML) Khushi: Ek aur kaam tha
21/08/23, 7:35 pm - Satyam Rudrakanthwar: Bol
21/08/23, 7:49 pm - (AIML) Khushi: Chod bhul gyi
21/08/23, 7:49 pm - (AIML) Khushi: Yaad aayega to bolti hu
22/08/23, 11:56 pm - (AIML) Khushi: Ise 3 me tu
Slide 22: Bayes Theorem

Explanation of Bayes theorem and its components
Slide 23: Conditional Probability

Definition and applications in probability
Slide 24: Naïve Bayes for Categorical Data

Introduction to Naïve Bayes classifier
Slide 25: Naïve Bayes Assumption

Explanation of the independence assumption
Slide 26: Applications of Naïve Bayes

Examples of how Naïve Bayes is used for categorical data
22/08/23, 11:56 pm - (AIML) Khushi: Ye slides daal dega kya
22/08/23, 11:56 pm - (AIML) Khushi: ??
23/08/23, 9:03 am - Satyam Rudrakanthwar: https://www.canva.com/design/DAFsU21wCzA/cB8vEtLMe1TRZaw0wTen0A/edit?utm_content=DAFsU21wCzA&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton
23/08/23, 9:04 am - Satyam Rudrakanthwar: Iski upar Wale link me information hai
23/08/23, 9:09 pm - (AIML) Khushi: Sunn
23/08/23, 9:10 pm - Satyam Rudrakanthwar: Ha
23/08/23, 9:10 pm - (AIML) Khushi: Actually na meko samajh nhi raha case study me kya daalu
23/08/23, 9:11 pm - (AIML) Khushi: To tere paas kuch idea hai kya daalu
23/08/23, 9:11 pm - Satyam Rudrakanthwar: Chatgpt kar
23/08/23, 9:11 pm - Satyam Rudrakanthwar: Aur koi aur subject se reference le
23/08/23, 9:12 pm - (AIML) Khushi: Satyam do you really think ki maine ye sab nhi kiya
23/08/23, 9:12 pm - Satyam Rudrakanthwar: To Mai aur kya hi bolu
23/08/23, 9:12 pm - (AIML) Khushi: Maine sab kiya kn mila isliye puchi
23/08/23, 9:12 pm - Satyam Rudrakanthwar: Kisi aur roll no ki Hui hai kya
23/08/23, 9:13 pm - Satyam Rudrakanthwar: Ki apan hi pahile hai
23/08/23, 9:13 pm - (AIML) Khushi: Tu mat bol👍
23/08/23, 9:13 pm - (AIML) Khushi: Yesha ka hua hai
23/08/23, 9:13 pm - Satyam Rudrakanthwar: Usse mag
23/08/23, 9:13 pm - (AIML) Khushi: Un logo ne bas examples daale hai
23/08/23, 9:13 pm - (AIML) Khushi: Tum log ka adbms ka case study bhej na
23/08/23, 9:13 pm - (AIML) Khushi: Ie
23/08/23, 9:13 pm - (AIML) Khushi: Mere ADBMS dekhne layak Nahi hai sab normal examples hai
23/08/23, 9:13 pm - (AIML) Khushi: Okay
23/08/23, 9:13 pm - (AIML) Khushi: Maangi us se bhi 👍
23/08/23, 9:14 pm - Satyam Rudrakanthwar: To aab kya kare
23/08/23, 9:14 pm - Satyam Rudrakanthwar: Apne isme kya kya hai
23/08/23, 9:14 pm - (AIML) Khushi: null
23/08/23, 9:16 pm - Satyam Rudrakanthwar: Tujhe jitna samjha utna bana aur kya kar sakte
23/08/23, 9:22 pm - (AIML) Khushi: Sun
23/08/23, 9:22 pm - (AIML) Khushi: Mujhe kuchh baat karni hai
23/08/23, 9:22 pm - (AIML) Khushi: Free hai
23/08/23, 9:22 pm - (AIML) Khushi: ?
23/08/23, 10:01 pm - Satyam Rudrakanthwar: Ha bol
23/08/23, 10:23 pm - (AIML) Khushi: Haa
23/08/23, 10:23 pm - (AIML) Khushi: Itna ajeeb q behave kar raha hai tu?
23/08/23, 10:23 pm - (AIML) Khushi: Ab kn hai waisa jaisa pehle tha
23/08/23, 10:25 pm - Satyam Rudrakanthwar: Aare bahut message aare
23/08/23, 10:25 pm - Satyam Rudrakanthwar: To call hi kardu socha
23/08/23, 10:25 pm - (AIML) Khushi: Abhi call pe baat nhi kar sakti isliye
23/08/23, 10:34 pm - Satyam Rudrakanthwar: Ok
23/08/23, 10:36 pm - (AIML) Khushi: Haa
23/08/23, 10:37 pm - (AIML) Khushi: To bata q behave kar raha hai aisa
23/08/23, 10:37 pm - (AIML) Khushi: Bht din se puchna tha
23/08/23, 10:37 pm - Satyam Rudrakanthwar: Kuch nahi
23/08/23, 10:37 pm - Satyam Rudrakanthwar: Kidhar kar raha hu
23/08/23, 10:38 pm - (AIML) Khushi: Tujhe nhi lag raha ki tu kar raha hai
23/08/23, 10:38 pm - Satyam Rudrakanthwar: Na
23/08/23, 10:38 pm - (AIML) Khushi: Aree
23/08/23, 10:39 pm - Satyam Rudrakanthwar: Pahile mujhe konse slides banana hai wo bhej
23/08/23, 10:39 pm - (AIML) Khushi: 👍
23/08/23, 10:39 pm - (AIML) Khushi: Ya to acche se jhagda karke baat band kar de
23/08/23, 10:39 pm - (AIML) Khushi: Ya normally behave kar 👍
23/08/23, 10:40 pm - (AIML) Khushi: .
23/08/23, 10:40 pm - (AIML) Khushi: Agar ye reason hai to
23/08/23, 10:40 pm - Satyam Rudrakanthwar: nahi re aisa kuch nahi
23/08/23, 10:45 pm - (AIML) Khushi: Slide: Query Processing and Optimization

├─ Overview
│   - Introduction to Query Processing and Optimization
│   - Importance of Optimizing Queries for Efficiency

├─ Measures of Query Cost
│   - Execution Time
│   - CPU Usage
│   - I/O Operations
│   - Memory Usage

├─ Selection Operation
│   - WHERE Clause
│   - Index Optimization
│   - Linear Search (Algorithm A1)
│   - Index Scans (A2, A3, A4)
│   - Selections Involving Comparisons (A5, A6)
│   - Complex Selections (A7, A8, A9)

├─ Sorting
│   - Significance of Sorting in Query Optimization
│   - Types of Sorting Algorithms (Bubble, Quick, Merge, etc.)

├─ Join Operations
│   - Types of Joins (Inner, Outer, Cross)
│   - Join Algorithms (Nested Loop, Hash, Merge)
│   - Selections with Join Conditions

├─ Other Operations
│   - Indexing Techniques (B-tree, Hash, Bitmap)
│   - Query Optimization Techniques
│   - Cost-Based Optimization
│   - Parallel Query Processing
│   - Caching and Buffering
│   - Handling Distributed Database Queries
│   - Real-life Examples of Query Optimization

├─ Tools and Technologies
│   - Database Management Systems (DBMS)
│   - Query Optimization Tools

└─ Conclusion
    - Recap of Key Points Covered
    - Emphasis on Efficient Query Processing
23/08/23, 10:45 pm - (AIML) Khushi: Thik hai
23/08/23, 10:46 pm - Satyam Rudrakanthwar: Isme se mujhe kya banaana hai
23/08/23, 11:08 pm - (AIML) Khushi: Sab
23/08/23, 11:08 pm - (AIML) Khushi: Aur raat ko sote waqt mat bana
23/08/23, 11:08 pm - (AIML) Khushi: Tab tu kuchh bhi banata hai
23/08/23, 11:10 pm - Satyam Rudrakanthwar: Okk
24/08/23, 10:40 am - Satyam Rudrakanthwar: https://www.canva.com/design/DAFsbEN9ds0/PwvlRJQ_JTxmt-2bFMf09Q/edit?utm_content=DAFsbEN9ds0&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton
24/08/23, 7:24 pm - (AIML) Khushi: Link bhej fir se canva wali
24/08/23, 7:28 pm - Satyam Rudrakanthwar: https://www.canva.com/design/DAFsbEN9ds0/PwvlRJQ_JTxmt-2bFMf09Q/edit?utm_content=DAFsbEN9ds0&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton
24/08/23, 8:21 pm - (AIML) Khushi: This message was deleted
24/08/23, 8:22 pm - Satyam Rudrakanthwar: Request
24/08/23, 8:22 pm - (AIML) Khushi: https://www.canva.com/design/DAFsdRrErMM/RaHJviJGt1XenzEwdO7o7A/edit?utm_content=DAFsdRrErMM&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton
24/08/23, 8:22 pm - Satyam Rudrakanthwar: Ye konsa hai
24/08/23, 8:23 pm - (AIML) Khushi: IE
24/08/23, 8:23 pm - Satyam Rudrakanthwar: Ok
24/08/23, 8:23 pm - (AIML) Khushi: Haa
25/08/23, 10:31 am - (AIML) Khushi: Case Study 2 - Indexing Strategy

Problem: Choosing the right indexing strategy for efficient data retrieval.

Example: Social Media Platform's Challenge

Social media platform with a massive user base and numerous posts.
Users frequently search for posts based on hashtags.
Challenges:

Handling a vast amount of user-generated content.
Ensuring fast and accurate hashtag-based searches.
Selecting appropriate indexing strategies to optimize query performance.
Solution Strategies:

B-tree Indexing:
Use B-tree indexes for columns like post timestamps and user IDs.
Ideal for range queries (e.g., retrieving posts within a time frame).
Enhances sorting and filtering operations.
Solution Strategies (contd.):

Full-Text Indexing:

Implement a full-text index for post content and comments.
Enables efficient text-based searches, including hashtags.
Tokenizes and indexes text content for faster keyword matching.
Covering Indexes:

Create covering indexes that include all necessary query columns.
Minimizes the need for additional data lookups in the main table.
Improves query performance, especially for SELECT queries.
Benefits:

Faster and more accurate searches for users.
Reduced query execution time due to optimized indexing.
Efficient handling of user-generated content even as the platform scales.
25/08/23, 10:32 am - (AIML) Khushi: Ye Tera part hai
25/08/23, 10:32 am - (AIML) Khushi: Is se samajh jaayega
05/09/23, 9:49 pm - (AIML) Khushi: Nice
05/09/23, 9:50 pm - (AIML) Khushi: Good good 😂
05/09/23, 9:50 pm - (AIML) Khushi: Nss se nikala 😁
05/09/23, 10:48 pm - Satyam Rudrakanthwar: join kar meeting
05/09/23, 11:00 pm - (AIML) Khushi: Abhi?
05/09/23, 11:00 pm - Satyam Rudrakanthwar: Mat kar khatam hogaya
05/09/23, 11:00 pm - (AIML) Khushi: 😂
05/09/23, 11:00 pm - (AIML) Khushi: To thik
05/09/23, 11:01 pm - (AIML) Khushi: Kya decide hua
15/09/23, 1:25 pm - Satyam Rudrakanthwar: <Media omitted>
15/09/23, 1:25 pm - Satyam Rudrakanthwar: <Media omitted>
15/09/23, 1:25 pm - Satyam Rudrakanthwar: <Media omitted>
15/09/23, 1:25 pm - Satyam Rudrakanthwar: <Media omitted>
15/09/23, 1:25 pm - Satyam Rudrakanthwar: <Media omitted>
22/09/23, 11:03 am - (AIML) Khushi: Happpyyy Birthdayyyy 🤩🥳
22/09/23, 11:05 am - Satyam Rudrakanthwar: Thank you Khushi😇✨
08/10/23, 8:36 pm - Satyam Rudrakanthwar: ie/ise

atcd-report
cv-  report, dono ppt
adbms- report, dono ppt
ssic- report, dono ppt

send karde
08/10/23, 8:38 pm - (AIML) Khushi: Kisko bhejna hai
08/10/23, 8:38 pm - Satyam Rudrakanthwar: mujhe
08/10/23, 8:38 pm - (AIML) Khushi: Aree tujhe kise bhejna hai
08/10/23, 8:38 pm - Satyam Rudrakanthwar: aur cv ke fa bhi bhej de
08/10/23, 8:39 pm - (AIML) Khushi: Ruk jaa ek ek
08/10/23, 8:40 pm - (AIML) Khushi: Mere paas nhi hai ruk kisi se maangti hu
08/10/23, 8:40 pm - (AIML) Khushi: Ssic ka report nhi bana hai
08/10/23, 8:40 pm - Satyam Rudrakanthwar: jitna hai utna bhej
08/10/23, 8:41 pm - (AIML) Khushi: Okay
08/10/23, 8:41 pm - (AIML) Khushi: <Media omitted>
08/10/23, 8:41 pm - (AIML) Khushi: <Media omitted>
08/10/23, 8:41 pm - (AIML) Khushi: <Media omitted>
08/10/23, 8:43 pm - (AIML) Khushi: https://www.canva.com/design/DAFtGq0GSiM/jOq00DDJBMrdEmeZILwhDw/edit
08/10/23, 8:43 pm - (AIML) Khushi: CV IE
08/10/23, 8:43 pm - (AIML) Khushi: https://www.canva.com/design/DAFtZJ3z4Pk/JNhc3ubK_mfeMWR6qv4gVQ/edit?utm_content=DAFtZJ3z4Pk&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton
08/10/23, 8:43 pm - (AIML) Khushi: CV ISE 3
08/10/23, 8:43 pm - (AIML) Khushi: Mere phone me download nhi ho rha
08/10/23, 8:43 pm - (AIML) Khushi: https://www.canva.com/design/DAFvXcKivuE/pU5tg1i5OB-Rd00CdCK0JA/edit?utm_content=DAFvXcKivuE&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton
08/10/23, 8:43 pm - (AIML) Khushi: Ssic
08/10/23, 8:45 pm - Satyam Rudrakanthwar: ie hai ki ise
08/10/23, 8:46 pm - (AIML) Khushi: Ye to nhi pta mujhe bhi
08/10/23, 8:46 pm - (AIML) Khushi: Lekin Jo bhi 1 hi hai
08/10/23, 8:46 pm - (AIML) Khushi: Ssic ka
08/10/23, 8:46 pm - Satyam Rudrakanthwar: aare sahi me mujhe kuch nahi samjh Raha thoda help karde
08/10/23, 8:46 pm - (AIML) Khushi: Ruk
08/10/23, 8:47 pm - (AIML) Khushi: Aree yrr
08/10/23, 8:47 pm - Satyam Rudrakanthwar: cv ka report
08/10/23, 8:47 pm - (AIML) Khushi: Usne hata diya
08/10/23, 8:47 pm - (AIML) Khushi: Vo nhi hai
08/10/23, 8:47 pm - Satyam Rudrakanthwar: kya
08/10/23, 8:47 pm - (AIML) Khushi: Ssic wale ne gcr pe daala tha
08/10/23, 8:47 pm - (AIML) Khushi: Ab hata diya
08/10/23, 8:47 pm - Satyam Rudrakanthwar: to mujhe kaise milega kal mera hai ma'am ne bola
